name,phone,email,website,category,address1,address2,region,zip,country,googlestars,googlecount,yelpstars,yelpcount,fbstars,fbcount,ig_followers
"Imagine Smile Design","+12123751740","imaginesmiledesign@gmail.com","https://imaginesmiledesign.com","General Dentistry","197 3rd Ave","New York","NY","10003","US","4.9","97","4","4","","",""
"LIC Dental Associates","+17185306539","","https://www.licdentalassociates.com","Cosmetic Dentists","50-02 5th St, Ste B","City","NY","11101","US","4.8","316","4.6","57","","","401"
"Edward A Alvarez, DDS","+12126844463","","http://www.nyclaserdentist.com","General Dentistry","30 E 40th St, Ste 1002","New York","NY","10016","US","5.0","147","4.7","15","","","10"
"Fort Greene Dental","+17187836228","drgrannum@aol.com","http://www.fortgreenedental.com/","General Dentistry","136 St James Pl","Brooklyn","NY","11238","US","5.0","26","4.6","9","","",""
"Midtown Dental Art","+16463623368","info@midtown-dentalart.com","https://www.midtowndentalartnyc.com","General Dentistry","30 E 40th St, Ste 602","New York","NY","10016","US","5.0","208","4.6","8","","",""
"Newport Dental Arts","+12016266210","newportdentalarts@gmail.com","http://www.newportdentalarts.com","General Dentistry","100 Town Square Pl, Ste 408","Jersey City","NJ","07310","US","4.5","15","4.8","34","","",""
"Dentistry at The Heights","+17186252116","info@heightsdentistry.com","https://www.heightsdentistry.com","Cosmetic Dentists","142 Joralemon St, Ste 12C","Brooklyn Heights","NY","11201","US","","","3.5","60","","",""
"ODA Dental Center","+17182604600","a.katz@odahealth.org","http://odahealth.org","Pediatric Dentists","58 Rutedge St","Brooklyn","NY","11249","US","2.8","184","2.3","3","","",""
"SmileSpace","+13473914279","brooklyn@smilespace.com","https://www.smilespacebklyn.com","General Dentistry","1035 Fulton St, Ste 1","Brooklyn","NY","11238","US","5.0","8","4.4","22","","",""
"Eurodental Studio - Brooklyn Location","+17183891120","eurodentalstudio@gmail.com","https://www.eurodentalstudiony.com","General Dentistry","150 Java St","Brooklyn","NY","11222","US","4.7","356","4.1","17","","","786"
"Dental Group of Millburn","+19733762700","dentalgroupofmillburn@comcast.net","https://www.dentalgroupofmillburn.com","Cosmetic Dentists","187 Millburn Ave, Ste 1","Millburn","NJ","07041","US","4.7","153","4.8","18","","",""
"Woo Dental","+15512983878","wdentalnj@gmail.com","https://www.wdentalnj.com","Cosmetic Dentists","472 Central Ave","Jersey City","NJ","07307","US","4.9","639","3","4","","",""
"ClearChoice Dental Implant Center","+19292982390","woodbridgeinfo@clearchoice.com","https://www.clearchoice.com","Oral Surgeons","415 Red Hook Ln, Fl 2","Brooklyn","NY","11201","US","4.8","821","2.7","9","","","32435"
"Park Slope Oral & Maxillofacial Surgery","+17183981969","parkslopeos@gmail.com","http://www.parkslopeoralsurgery.com/","Oral Surgeons","805 Union St A","Brooklyn","NY","11215","US","4.9","266","4.7","104","","","147"
"Courtney Barry, DMD - Smile Pop","+16467702091","drcourtney@smilepop.com","http://www.smilepop.com","Orthodontists","76 Madison Ave","New York","NY","10016","US","5.0","424","5","133","","","8884"
"Newport Centre Dental","+12016262500","kayla.reyes@simon.com","http://www.simon.com/mall/newport-centre/stores/newport-centre-dental","General Dentistry","30 Mall Dr W, Ste 152","Jersey City","NJ","07310","US","4.6","66380","1.2","58","","","1823"
"Grove Dental Center","+12012000222","grovestreetdental@gmail.com","https://www.grovedentaljc.com","Cosmetic Dentists","175 Newark Ave 2B, Ste 2b","Jersey City","NJ","07302","US","4.7","468","3.5","35","","",""
"Access Dental - Union","+19086874090","accessdental@gmail.com","http://www.accessdentalnj.com","General Dentistry","1200 Stuyvesant Ave, Ste B","Union","NJ","07083","US","4.9","429","4.2","10","","","18"
"Brooklyn Oak Dental Care","+17183692300","info@brooklynoakdental.com","https://www.brooklynoakdental.com","General Dentistry","111 4th Ave","Brooklyn","NY","11217","US","4.8","216","4.3","54","","","1131"
"Smile Today - Shefali Pilar, DDS","+19736672466","rutherford@smiletodaydds.com","http://nutleycosmeticdentist.com","General Dentistry","4 Franklin Ave, Smile Today","Nutley","NJ","07110","US","4.9","674","4.8","65","","","9509507"
"Nancy R. Ekelman, DDS","+12125058787","ekelmanperio@gmail.com","http://ekelmanperio.com","Periodontists","8 Gramercy Park S, Ste 1B","New York","NY","10003","US","5","4","4.7","24","","",""
"Mint + Bella Dental","+16462335251","hello@mintandbelladental.com","http://mintandbelladental.com","General Dentistry","39 W 8th St, Ground Floor","New York","NY","10011","US","5.0","364","5","6","","","209"
"Impress","+19299551669","france@smile2impress.com","https://smile2impress.com","Orthodontists","9 W 19th St","New York","NY","10011","US","4.4","4874","4.4","5","","","17472"
"Hoboken Family Dental","+12016591777","hobokendental@gmail.com","http://hobokenfamilydental.com","General Dentistry","702 Washington St","Hoboken","NJ","07030","US","4.4","38","3","6","","",""
"Austin Dental Plus","+17185445055","austindentalplus@gmail.com","http://www.austindentalplusqueens.com","Cosmetic Dentists","11074 Queens Blvd","Forest Hills","NY","11375","US","4.5","199","3.5","90","","","39"
"Ziar Dental","+12125323242","jzdental@gmail.com","https://www.ziardental.com","General Dentistry","161 Madison Ave, Ste 11E","New York","NY","10016","US","4.9","7","4.9","36","","",""
"Ismael Khouly, DDS MS PhD","+12124431300","dr.ismaelkhouly@gmail.com","http://www.drismaelkhouly.com","Cosmetic Dentists","726 Broadway, Ste 350","Manhattan","NY","10003","US","5","58","5","1","","","16680"
"Robert Veligdan, DMD, PC","+12128322330","dentist@drveligdan.com","http://www.drveligdan.com/","General Dentistry","343 W 58th St, Ste 5","New York","NY","10019","US","5","163","4.7","23","","",""
"Brooklyn Mint Dental","+17183600365","hello@brooklynmintdental.com","http://brooklynmintdental.com","General Dentistry","567 Pacific St","Brooklyn","NY","11217","US","4.9","292","5","5","","","604"
"Smile Direct Club","+18006884010","support@gohfd.com","https://smiledirectclub.com","Cosmetic Dentists","26 Broadway, Fl 8","New York","NY","10004","US","4.7","784","","","","",""
"Nova Dental","+12019630060","novadentalcenter@yahoo.com","http://www.nova-dentalcenter.com","General Dentistry","600 Clinton St","Hoboken","NJ","07030","US","4.6","289","3.4","53","","","97"
"Smart Arches Dental Implants","+13323731930","brick@smartarchesdental.com","https://smartarchesdental.com/locations/new-york-city-dental-office/","General Dentistry","110 E 40th St, Ste 200","New York","NY","10016","US","4.8","565","","","5","10","21226"
"Aspen Dental","+18626622974","steve.nolan@aspendental.com","https://www.aspendental.com","General Dentistry","374 NJ-3","Clifton","NJ","07014","US","4.5","1567","","","","","4211"
"Smile Savers Cosmetic Dental PC","+18556937269","info@smilesaversnyc.com","http://www.smilesaverscosmeticdental.com","Cosmetic Dentists","3400 Snyder Ave","Brooklyn","NY","11203","US","4.9","31","4","14","","","504"
"Brooklyn Dental Studio","+16468444479","office@brooklyndentalstudio.com","http://www.brooklyndentalstudio.com","Prosthodontists","142 Joralemon St, Ste 1450","Brooklyn","NY","11201","US","4.9","149","4.8","21","","","844"
"A Beautiful Smile Dentistry","+15512258407","fortlee@absdentistry.com","https://www.abeautifulsmiledentistry.com","Cosmetic Dentists","1315 Anderson Ave, Ste A","Fort Lee","NJ","07024","US","4.8","74","4.6","11","","","802"
"Limitless Dental Jersey City","+12014840480","limitlessdentaljc@gmail.com","https://bestdentistjerseycity.com","General Dentistry","314 Coles St","Jersey City","NJ","07310","US","4.9","412","5","7","","","7226"
"Portale Dental","+12019455777","portaledental@hotmail.com","http://bigsmiles.com","General Dentistry","555 Bergen Blvd, Ste A","Ridgefield","NJ","07657","US","4.7","120","3.1","14","","","39"
"Robert D Lipschutz, DMD, PC","+12127523001","r.lipschutz@verizon.net","http://www.drlipschutz.com","General Dentistry","57 W 57th St, Ste 705","New York","NY","10019","US","5.0","120","4.4","7","","",""
"Holistic Dental Team","+16465303233","holisticdentalteam@gmail.com","http://hdtnyc.com","Cosmetic Dentists","30 E 40th St, Ste 704","New York","NY","10016","US","","","5","1","","","60"
"Frank Orlando, DDS, FAGD, FICOI","+16468764772","drfrankorlando@gmail.com","http://www.drfrankorlando.com","General Dentistry","24 W 57th St, Ste 701","Manhattan","NY","10019","US","5.0","260","5","10","","",""
"Bear Brook Dental Care","+12014792752","","https://www.bearbrookdentalcare.com","General Dentistry","727 Adams St","Hoboken","NJ","07030","US","4.9","692","5","1","","","1532"
"Charles E Puglisi, DMD, FAGD","+12125292929","frontdesk@gramercydentalstudio.com","https://www.drpuglisi.com","General Dentistry","39 5th Ave, The Greenwich Village Dentist","New York","NY","10003","US","","","5","2","","",""
"Robert Graffeo, DDS","+12016833531","hobokendental411@gmail.com","https://www.robertgraffeodds.com","Cosmetic Dentists","411 1st St","Hoboken","NJ","07030","US","4.9","692","3.8","10","","",""
"Marc Sadowsky, DDS","+17185997250","detienne@tbh.org","http://www.tbh.org/","General Dentistry","99 Division Ave","Brooklyn","NY","11249","US","4.4","5","4","1","","","2343"
"Grieger Rachel DDS","+12183853130","rgriegerdds@arvig.net","http://www.griegerdental.com/","Oral Surgeons","206 Walker Ave N","New York MLS","MN","56567","US","5","1","","","","",""
"Jesse Small, DMD","+12129223790","mhinfo@tinyteethnyc.com","https://murrayhillpediatricdentistry.com/team/dr-jesse-small/","General Dentistry","200 East 36th St, Ste PS1","New York","NY","10016","US","5.0","16","5","4","","","4380"
"Deluxe Office Systems","+12122670500","hello@worldtradecopiers.com","https://www.worldtradecopiers.com/","General Dentistry","150 Fulton St","New York","NY","10038","US","4.9","64","","","","",""
"Derek Lau, DMD","+19738228003","frontdesk@madisondentistryllc.com","https://madisondentistryllc.com/","General Dentistry","1180 US Highway 46","Parsippany","NY","07054","US","5.0","135","4.4","19","","","222"
"Emergency Dentist Manhattan NYC","+17187904299","smile@drwilliamkchan.com","http://www.drwilliamkchan.com/","Emergency dental service","139 Centre St STE 306","New York","NY","10013","US","3.9","7","","","5","13",""
"3CK Complete Health & Family Dentistry","+12129410088","smile@drwilliamkchan.com","http://www.drwilliamkchan.com/","Dental clinic","139 Centre St","New York","NY","10013","US","5","4","","","5","13",""
"Cheng David DDS","+12124060942","smile@drwilliamkchan.com","http://www.drwilliamkchan.com/","Dentist","8 Chatham Square Suite# 703","New York","NY","10038","US","3.5","10","4.3","19","5","13",""
